Word	MorphoLexSegm	Roots
gushingly	{(gush)}>ly>	['gush']
gustation	{(gust)>ion>}	['gust']
gutturally	{(guttural)}>ly>	['guttural']
guzzlers	{(guzzle)}>er>	['guzzle']
habitations	{(habit)>ion>}	['habit']
habitats	{(habit)>at>}	['habit']
habituated	{(habit)}>ate>	['habit']
habituates	{(habit)}>ate>	['habit']
habituating	{(habit)}>ate>	['habit']
habitude	{(habit)>itude>}	['habit']
habitue	{(habit)>ue>}	['habit']
habitues	{(habit)>ue>}	['habit']
haemorrhage	{(haemo)>rrhage>}	['haemo']
haemorrhages	{(haemo)>rrhage>}	['haemo']
glossaries	{(gloss)>ory>}	['gloss']
glossies	{(gloss)}>y>	['gloss']
glottis	{(glott)>sis>}	['glott']
glottises	{(glott)>sis>}	['glott']
gloweringly	{(glower)}>ly>	['glower']
glowingly	{(glow)}>ly>	['glow']
gluey	{(glue)}>y>	['glue']
glummer	{(glum)}>er>	['glum']
glummest	{(glum)}>est>	['glum']
glumness	{(glum)}>ness>	['glum']
goalies	{(goal)}>y>	['goal']
goatees	{(goat)}>ee>	['goat']
goddesses	{(god)}>ess>	['god']
goer	{(go)}>er>	['go']
goers	{(go)}>er>	['go']
gondolas	{(gondol)>a>}	['gondol']
gondoliers	{(gondol)>er>}	['gondol']
goners	{(gone)}>er>	['gone']
goodish	{(good)}>ish>	['good']
goodly	{(good)}>ly>	['good']
gorgeousness	{(gorgeous)}>ness>	['gorgeous']
gormandize	{(gormand)}>ize>	['gormand']
gormandized	{(gormand)}>ize>	['gormand']
gormandizes	{(gormand)}>ize>	['gormand']
gormandizing	{(gormand)}>ize>	['gormand']
gormless	{(gorm)}>less>	['gorm']
gossipy	{(gossip)}>y>	['gossip']
gouty	{(gout)}>y>	['gout']
governable	{(govern)}>able>	['govern']
governesses	{(govern)}>ess>	['govern']
grabber	{(grab)}>er>	['grab']
grabbers	{(grab)}>er>	['grab']
gradualness	{(gradual)}>ness>	['gradual']
grafter	{(graft)}>er>	['graft']
grafters	{(graft)}>er>	['graft']
granaries	{(gran)>ory>}	['gran']
grandest	{(grand)}>est>	['grand']
grandness	{(grand)}>ness>	['grand']
grannies	{(gran)}>y>	['gran']
graphics	{(graph)>ics>}	['graph']
graspingly	{(grasp)}>ly>	['grasp']
grassers	{(grass)}>er>	['grass']
graters	{(grat)}>er>	['grat']
gratifies	{(grat)>ify>}	['grat']
gratuities	{(grat)>uity>}	['grat']
gravelly	{(gravel)}>y>	['gravel']
gravesend	{(grave)>end>}	['grave']
grazer	{(graze)}>er>	['graze']
greasers	{(grease)}>er>	['grease']
greener	{(green)}>er>	['green']
greyer	{(grey)}>er>	['grey']
gaunter	{(gaunt)}>er>	['gaunt']
gauntest	{(gaunt)}>est>	['gaunt']
gauntness	{(gaunt)}>ness>	['gaunt']
gayer	{(gay)}>er>	['gay']
gayest	{(gay)}>est>	['gay']
gayness	{(gay)}>ness>	['gay']
gazers	{(gaze)}>er>	['gaze']
gazetteer	{(gazette)}>eer>	['gazette']
gazetteers	{(gazette)}>eer>	['gazette']
gelatine	{(gelatin)>e>}	['gelatin']
genetics	{(gen)>ics>}	['gen']
genialities	{(genial)}>ity>	['genial']
genially	{(genial)}>y>	['genial']
genii	{(geni)>i>}	['geni']
genitals	{(genit)>al>}	['genit']
genitive	{(genit)>ive>}	['genit']
genitives	{(genit)>ive>}	['genit']
genteelly	{(genteel)}>y>	['genteel']
gentlest	{(gentle)}>est>	['gentle']
genuineness	{(genuine)}>ness>	['genuine']
geodetic	{(geo)>ic>}	['geo']
geriatrician	{(geriatric)}>ian>	['geriatric']
geriatricians	{(geriatric)}>ian>	['geriatric']
germinated	{(germ)>ate>}	['germ']
germinates	{(germ)>ate>}	['germ']
germinating	{(germ)>ate>}	['germ']
ghanaian	{(ghana)}>ian>	['ghana']
ghanaians	{(ghana)}>ian>	['ghana']
ghostly	{(ghost)}>ly>	['ghost']
ghoulish	{(ghoul)}>ish>	['ghoul']
giantess	{(giant)}>ess>	['giant']
giantesses	{(giant)}>ess>	['giant']
gigantically	{(gigantic)}>ly>	['gigantic']
gimmicky	{(gimmick)}>y>	['gimmick']
girder	{(gird)}>er>	['gird']
girlie	{(girl)}>y>	['girl']
gladdened	{(glad)}>en>	['glad']
gladdening	{(glad)}>en>	['glad']
gladdens	{(glad)}>en>	['glad']
gladder	{(glad)}>er>	['glad']
gladdest	{(glad)}>est>	['glad']
glassful	{(glass)}>ful>	['glass']
glassfuls	{(glass)}>ful>	['glass']
glazer	{(glaze)}>er>	['glaze']
gleaner	{(glean)}>er>	['glean']
gleaners	{(glean)}>er>	['glean']
glibber	{(glib)}>er>	['glib']
glibbest	{(glib)}>est>	['glib']
glibness	{(glib)}>ness>	['glib']
glisteningly	{(glisten)}>ly>	['glisten']
gloatingly	{(gloat)}>ly>	['gloat']
frugalities	{(frugal)}>ity>	['frugal']
fruiterer	{(fruit)}>er>	['fruit']
fruiterers	{(fruit)}>er>	['fruit']
frumpish	{(frump)}>ish>	['frump']
fryers	{(fry)}>er>	['fry']
fucker	{(fuck)}>er>	['fuck']
fuckers	{(fuck)}>er>	['fuck']
fuggy	{(fug)}>y>	['fug']
fulfilment	{(fulfil)}>ment>	['fulfil']
fulfilments	{(fulfil)}>ment>	['fulfil']
fumbler	{(fumble)}>er>	['fumble']
fumblers	{(fumble)}>er>	['fumble']
functionaries	{(function)}>ory>	['function']
functionary	{(function)}>ory>	['function']
funerary	{(funer)>ory>}	['funer']
fungoid	{(fung)>oid>}	['fung']
funguses	{(fung)>us>}	['fung']
funnies	{(fun)}>y>	['fun']
furriers	{(fur)}>er>	['fur']
furtherance	{(further)}>ance>	['further']
furtiveness	{(furtive)}>ness>	['furtive']
futureless	{(future)}>less>	['future']
galatians	{(galatia)}>n>	['galatia']
gallantly	{(gallant)}>ly>	['gallant']
gallantries	{(gallant)}>ory>	['gallant']
gallic	{(gall)>ic>}	['gall']
gallonage	{(gallon)}>age>	['gallon']
galvanized	{(galvan)>ize>}	['galvan']
galvanizes	{(galvan)>ize>}	['galvan']
gambian	{(gambia)}>n>	['gambia']
gambians	{(gambia)}>n>	['gambia']
gamely	{(game)}>ly>	['game']
garishly	{(garish)}>ly>	['garish']
garrulously	{(garrulous)}>ly>	['garrulous']
garrulousness	{(garrulous)}>ness>	['garrulous']
gasified	{(gas)}>ify>	['gas']
gasifies	{(gas)}>ify>	['gas']
gasify	{(gas)}>ify>	['gas']
gasifying	{(gas)}>ify>	['gas']
gasser	{(gas)}>er>	['gas']
foresters	{(forest)}>er>	['forest']
forger	{(forge)}>er>	['forge']
forgers	{(forge)}>er>	['forge']
forgettable	{(forget)}>able>	['forget']
forlornly	{(forlorn)}>ly>	['forlorn']
forlornness	{(forlorn)}>ness>	['forlorn']
formalism	{(formal)}>ism>	['formal']
formalists	{(formal)}>ist>	['formal']
formalizes	{(formal)}>ize>	['formal']
formalizing	{(formal)}>ize>	['formal']
formulates	{(formul)>ate>}	['formul']
fortifies	{(fort)>ify>}	['fort']
fortifying	{(fort)>ify>}	['fort']
fortuitously	{(fortuitous)}>ly>	['fortuitous']
fortuitousness	{(fortuitous)}>ness>	['fortuitous']
forwardly	{(forward)}>ly>	['forward']
forwardness	{(forward)}>ness>	['forward']
fossilizes	{(fossil)}>ize>	['fossil']
fossilizing	{(fossil)}>ize>	['fossil']
fouler	{(foul)}>er>	['foul']
foulness	{(foul)}>ness>	['foul']
foundered	{(found)>er>}	['found']
foundlings	{(found)}>ling>	['found']
foursomes	{(four)}>some>	['four']
fourths	{(four)}>th>	['four']
fracturing	{(fract)>ure>}	['fract']
fragmental	{(fragment)}>al>	['fragment']
fragmentations	{(fragment)}>ion>	['fragment']
frailer	{(frail)}>er>	['frail']
frailties	{(frail)}>ity>	['frail']
fraternally	{(fratern)>ly>}	['fratern']
fraternizes	{(fratern)>ize>}	['fratern']
fraternizing	{(fratern)>ize>}	['fratern']
freebies	{(free)>bie>}	['free']
frenetically	{(frenetic)}>ly>	['frenetic']
freshening	{(fresh)}>en>	['fresh']
freshens	{(fresh)}>en>	['fresh']
fresher	{(fresh)}>er>	['fresh']
freshers	{(fresh)}>er>	['fresh']
freshest	{(fresh)}>est>	['fresh']
fretful	{(fret)}>ful>	['fret']
friaries	{(friar)}>y>	['friar']
frightens	{(fright)}>en>	['fright']
frivolities	{(frivol)>ity>}	['frivol']
frontages	{(front)}>age>	['front']
flatterers	{(flatter)}>er>	['flatter']
flatteries	{(flatter)}>y>	['flatter']
fleeter	{(fleet)}>er>	['fleet']
fleetingly	{(fleet)}>ly>	['fleet']
fleetness	{(fleet)}>ness>	['fleet']
fleshly	{(flesh)}>ly>	['flesh']
flightless	{(flight)}>less>	['flight']
flippantly	{(flippant)}>ly>	['flippant']
flirtations	{(flirt)}>ion>	['flirt']
floaters	{(float)}>er>	['float']
flocculated	{{(floccul)>ate>}}	['floccul']
floras	{(flor)>a>}	['flor']
florists	{(flor)>ist>}	['flor']
flourishingly	{(flourish)}>ly>	['flourish']
flowingly	{(flow)}>ly>	['flow']
fluidities	{(fluid)}>ity>	['fluid']
fluoresced	{(fluor)>esc>}	['fluor']
fluorescing	{(fluor)>esc>}	['fluor']
fluorides	{(fluor)>ide>}	['fluor']
focusses	{(foc)>us>}	['foc']
focussing	{(foc)>us>}	['foc']
foliate	{(foli)>ate>}	['foli']
foliated	{(foli)>ate>}	['foli']
foliates	{(foli)>ate>}	['foli']
foliating	{(foli)>ate>}	['foli']
followeth	{(follow)}>th>	['follow']
fondest	{(fond)}>est>	['fond']
fooleries	{(fool)}>ory>	['fool']
footers	{(foot)}>er>	['foot']
foppish	{(fop)}>ish>	['fop']
forbiddingly	{(forbid)}>ly>	['forbid']
fordable	{(ford)}>able>	['ford']
fernery	{(fern)}>ory>	['fern']
ferny	{(fern)}>y>	['fern']
ferocities	{(feroc)>ity>}	['feroc']
ferrous	{(ferr)>ious>}	['ferr']
fervidly	{(fervid)}>ly>	['fervid']
fervour	{(ferv)>our>}	['ferv']
festal	{(fest)>al>}	['fest']
fetishist	{(fetish)}>ist>	['fetish']
fetishists	{(fetish)}>ist>	['fetish']
fetishize	{(fetish)}>ize>	['fetish']
feudatory	{(feud)}>ory>	['feud']
fewest	{(few)}>est>	['few']
fibber	{(fib)}>er>	['fib']
fibbers	{(fib)}>er>	['fib']
fictions	{(fict)>ion>}	['fict']
fiddlers	{(fiddle)}>er>	['fiddle']
fiercer	{(fierce)}>er>	['fierce']
filmable	{(film)}>able>	['film']
finalized	{(final)}>ize>	['final']
finalizes	{(final)}>ize>	['final']
finalizing	{(final)}>ize>	['final']
firmest	{(firm)}>est>	['firm']
firstly	{(first)}>ly>	['first']
fiscally	{(fiscal)}>ly>	['fiscal']
fisheries	{(fish)}>ory>	['fish']
fissionable	{(fission)}>able>	['fission']
fitly	{(fit)}>ly>	['fit']
fitment	{(fit)}>ment>	['fit']
fitments	{(fit)}>ment>	['fit']
fitter	{(fit)}>er>	['fit']
fitters	{(fit)}>er>	['fit']
fiver	{(five)}>er>	['five']
fivers	{(five)}>er>	['five']
fixated	{(fix)}>ate>	['fix']
fixates	{(fix)}>ate>	['fix']
fixating	{(fix)}>ate>	['fix']
fixedly	{(fix)}>ly>	['fix']
fixity	{(fix)}>ity>	['fix']
flaccidity	{(flaccid)}>ity>	['flaccid']
flannelette	{(flannel)}>ette>	['flannel']
flashers	{(flash)}>er>	['flash']
flattens	{(flat)}>en>	['flat']
flatterer	{(flatter)}>er>	['flatter']
extinguishable	{(extinguish)}>able>	['extinguish']
extinguishers	{(extinguish)}>er>	['extinguish']
extravagances	{(extravag)>ance>}	['extravag']
extraneously	{(extraneous)}>ly>	['extraneous']
extravagantly	{(extravagant)}>ly>	['extravagant']
extricable	{(extric)>able>}	['extric']
extricated	{(extric)>ate>}	['extric']
extricates	{(extric)>ate>}	['extric']
extricating	{(extric)>ate>}	['extric']
exuberantly	{(exuberant)}>ly>	['exuberant']
eyefuls	{(eye)}>ful>	['eye']
fabricates	{(fabric)}>ate>	['fabric']
facer	{(face)}>er>	['face']
facers	{(face)}>er>	['face']
facetiousness	{(facetious)}>ness>	['facetious']
facilely	{(facile)}>ly>	['facile']
facileness	{(facile)}>ness>	['facile']
factitious	{(fact)>ious>}	['fact']
factored	{(fact)>or>}	['fact']
factoring	{(fact)>or>}	['fact']
faddish	{(fad)}>ish>	['fad']
faget's	{(fag)>et>}	['fag']
failingly	{(fail)}>ly>	['fail']
fainter	{(faint)}>er>	['faint']
faintness	{(faint)}>ness>	['faint']
fairish	{(fair)}>ish>	['fair']
fakers	{(fake)}>er>	['fake']
falconer	{(falcon)}>er>	['falcon']
falconers	{(falcon)}>er>	['falcon']
fallacies	{(fall)>acy>}	['fall']
falsely	{(false)}>ly>	['false']
falteringly	{(falter)}>ly>	['falter']
fanaticisms	{(fanatic)}>ism>	['fanatic']
farinaceous	{(farina)>ious>}	['farina']
fastidiously	{(fastidious)}>ly>	['fastidious']
fastidiousness	{(fastidious)}>ness>	['fastidious']
fastness	{(fast)}>ness>	['fast']
fastnesses	{(fast)}>ness>	['fast']
fathomable	{(fathom)}>able>	['fathom']
fathomless	{(fathom)}>less>	['fathom']
fatness	{(fat)}>ness>	['fat']
fattened	{(fat)}>en>	['fat']
fattens	{(fat)}>en>	['fat']
fattest	{(fat)}>est>	['fat']
fatties	{(fat)}>y>	['fat']
fattish	{(fat)}>ish>	['fat']
fatuously	{(fatuous)}>ly>	['fatuous']
fatuousness	{(fatuous)}>ness>	['fatuous']
favourable	{(favour)}>able>	['favour']
favourite	{(favour)}>ite>	['favour']
favourites	{(favour)}>ite>	['favour']
feckless	{(feck)>less>}	['feck']
federated	{(feder)>ate>}	['feder']
federates	{(feder)>ate>}	['feder']
federating	{(feder)>ate>}	['feder']
feebleness	{(feeble)}>ness>	['feeble']
feebler	{(feeble)}>er>	['feeble']
feeblest	{(feeble)}>est>	['feeble']
feeders	{(feed)}>er>	['feed']
feelingly	{(feel)}>ly>	['feel']
felicitated	{(felic)>itate>}	['felic']
felicitates	{(felic)>itate>}	['felic']
felicitating	{(felic)>itate>}	['felic']
felicities	{(felic)>ity>}	['felic']
felicitous	{(felic)>itous>}	['felic']
felonies	{(felon)}>y>	['felon']
feminists	{(femin)>ist>}	['femin']
femoral	{(femora)}>al>	['femora']
fencers	{(fence)}>er>	['fence']
essayist	{(essay)}>ist>	['essay']
etcher	{(etch)}>er>	['etch']
etchers	{(etch)}>er>	['etch']
eternally	{(eternal)}>ly>	['eternal']
ethiopian	{(ethiopia)}>n>	['ethiopia']
eucharistic	{(eucharist)}>ic>	['eucharist']
evanescence	{(evanesce)}>ance>	['evanesce']
evanescent	{(evanesce)}>ant>	['evanesce']
evangelic	{(evangel)}>ic>	['evangel']
evangelized	{(evangel)}>ize>	['evangel']
evangelizes	{(evangel)}>ize>	['evangel']
evangelizing	{(evangel)}>ize>	['evangel']
evenness	{(even)}>ness>	['even']
eventuate	{(event)>ate>}	['event']
evictions	{(evict)}>ion>	['evict']
evilly	{(evil)}>y>	['evil']
exaction	{(exact)}>ion>	['exact']
exactions	{(exact)}>ion>	['exact']
exactitude	{(exact)}>itude>	['exact']
exactness	{(exact)}>ness>	['exact']
exaggeratedly	{(exaggerate)}>ly>	['exaggerate']
exasperatedly	{(exasperate)}>ly>	['exasperate']
excitements	{(excite)}>ment>	['excite']
excrescence	{(excresc)>ance>}	['excresc']
excrescences	{(excresc)>ance>}	['excresc']
execrable	{(execr)>able>}	['execr']
execrate	{(execr)>ate>}	['execr']
execrated	{(execr)>ate>}	['execr']
execrates	{(execr)>ate>}	['execr']
execrating	{(execr)>ate>}	['execr']
exigently	{(exigent)}>ly>	['exigent']
exiguousness	{(exiguous)}>ness>	['exiguous']
existences	{(exist)}>ance>	['exist']
exonerates	{(exoner)>ate>}	['exoner']
exonerating	{(exoner)>ate>}	['exoner']
exorcisms	{(exorc)>ism>}	['exorc']
exorcists	{(exorc)>ist>}	['exorc']
exorcized	{(exorc)>ize>}	['exorc']
exorcizes	{(exorc)>ize>}	['exorc']
exorcizing	{(exorc)>ize>}	['exorc']
expectancies	{(expect)}>ance>	['expect']
expertly	{(expert)}>ly>	['expert']
expertness	{(expert)}>ness>	['expert']
explainer	{(explain)}>er>	['explain']
explainers	{(explain)}>er>	['explain']
exploiter	{(exploit)}>er>	['exploit']
exteriorize	{(exterior)}>ize>	['exterior']
exteriorized	{(exterior)}>ize>	['exterior']
exteriorizes	{(exterior)}>ize>	['exterior']
exteriorizing	{(exterior)}>ize>	['exterior']
energizing	{(energ)>ize>}	['energ']
engineered	{(engine)}>eer>	['engine']
enhancements	{(enhance)}>ment>	['enhance']
enormousness	{(enorm)ous}>ness>	['enorm']
enteritis	{(enter)>itis>}	['enter']
entrepreneurial	{(entrepreneur)}>al>	['entrepreneur']
envyingly	{(envy)}>ly>	['envy']
epically	{(epic)}>ly>	['epic']
epicureans	{(epicure)}>ian>	['epicure']
episcopalians	{(episcopal)}>ian>	['episcopal']
equestrians	{(equestr)>ian>}	['equestr']
equinoxes	{(equi)>nox>}	['equi']
equipage	{(equip)}>age>	['equip']
equipages	{(equip)}>age>	['equip']
equitation	{(equi)>itation>}	['equi']
equities	{(equi)>ity>}	['equi']
erections	{(erect)}>ion>	['erect']
erectly	{(erect)}>ly>	['erect']
erectness	{(erect)}>ness>	['erect']
eritrean	{(eritrea)}>n>	['eritrea']
eritreans	{(eritrea)}>n>	['eritrea']
errata	{(err)>ata>}	['err']
erratum	{(err)>atum>}	['err']
eruditely	{(erudite)}>ly>	['erudite']
escarpment	{(escarp)}>ment>	['escarp']
escarpments	{(escarp)}>ment>	['escarp']
esoterically	{(esoteric)}>ly>	['esoteric']
eighths	{(eight)}>th>	['eight']
eightsome	{(eight)}>some>	['eight']
eightsomes	{(eight)}>some>	['eight']
einsteinian	{(einstein)}>ian>	['einstein']
elasticities	{(elastic)}>ity>	['elastic']
electress	{(elect)>ress>}	['elect']
electrified	{(electr)>ify>}	['electr']
electrifies	{(electr)>ify>}	['electr']
electrodes	{(electr)>ode>}	['electr']
electrolytes	{(electro)>lyte>}	['electro']
elegiacally	{(elegiac)}>ly>	['elegiac']
elephantiasis	{(elephant)>sis>}	['elephant']
elevenses	{(eleven)>sis>}	['eleven']
elevenths	{(eleven)}>th>	['eleven']
elfish	{(elf)}>ish>	['elf']
elicitations	{(elicit)}>ion>	['elicit']
elliptically	{(elliptic)}>ly>	['elliptic']
elopements	{(elope)}>ment>	['elope']
embarrassments	{(embarrass)}>ment>	['embarrass']
embezzlements	{(embezzle)}>ment>	['embezzle']
embezzler	{(embezzle)}>er>	['embezzle']
embezzlers	{(embezzle)}>er>	['embezzle']
emendation	{(emend)}>ion>	['emend']
emendations	{(emend)}>ion>	['emend']
emirate	{(emir)}>ate>	['emir']
emirates	{(emir)}>ate>	['emir']
empiricists	{(empiric)}>ist>	['empiric']
employments	{(employ)}>ment>	['employ']
emulously	{(emulous)}>ly>	['emulous']
emulsifies	{(emuls)>ify>}	['emuls']
emulsifying	{(emuls)>ify>}	['emuls']
emulsioned	{(emuls)>ion>}	['emuls']
emulsioning	{(emuls)>ion>}	['emuls']
emulsions	{(emuls)>ion>}	['emuls']
enchanters	{(enchant)}>er>	['enchant']
enchantments	{(enchant)}>ment>	['enchant']
enchantresses	{(enchant)}>ess>	['enchant']
encroachments	{(encroach)}>ment>	['encroach']
endorsements	{(endorse)}>ment>	['endorse']
endothelial	{(endo)>thelial>}	['endo']
duffer	{(duff)>er>}	['duff']
duffers	{(duff)>er>}	['duff']
dukedoms	{(duke)}>dom>	['duke']
dullards	{(dull)}>ard>	['dull']
dumber	{(dumb)}>er>	['dumb']
dumbest	{(dumb)}>est>	['dumb']
dumbly	{(dumb)}>ly>	['dumb']
dumbness	{(dumb)}>ness>	['dumb']
dumper	{(dump)}>er>	['dump']
dumpers	{(dump)}>er>	['dump']
dumplings	{(dump)}>ling>	['dump']
dusters	{(dust)}>er>	['dust']
dwarfish	{(dwarf)}>ish>	['dwarf']
eagerer	{(eager)}>er>	['eager']
eagerest	{(eager)}>est>	['eager']
earful	{(ear)}>ful>	['ear']
earldoms	{(earl)}>dom>	['earl']
earner	{(earn)}>er>	['earn']
earners	{(earn)}>er>	['earn']
earthlings	{(earth)}>ling>	['earth']
easters	{(east)}>er>	['east']
eastwards	{(east)}>ward>	['east']
eatables	{(eat)}>able>	['eat']
eater	{(eat)}>er>	['eat']
eavesdropper	{(eavesdrop)}>er>	['eavesdrop']
eavesdroppers	{(eavesdrop)}>er>	['eavesdrop']
ebulliently	{(ebullient)}>ly>	['ebullient']
ecclesiastics	{(ecclesiast)}>ic>	['ecclesiast']
economized	{(econom)>ize>}	['econom']
economizes	{(econom)>ize>}	['econom']
ecstatically	{(ecstatic)}>ly>	['ecstatic']
edematous	{(edemat)>ious>}	['edemat']
eerier	{(eerie)}>er>	['eerie']
effervescence	{(effervesce)}>ance>	['effervesce']
effeteness	{(effete)}>ness>	['effete']
efficacities	{(efficac)>ity>}	['efficac']
efficacity	{(efficac)>ity>}	['efficac']
egoists	{(ego)}>ist>	['ego']
egotists	{(ego)}>ist>	['ego']
domesticated	{(domestic)}>ate>	['domestic']
domesticates	{(domestic)}>ate>	['domestic']
domesticating	{(domestic)}>ate>	['domestic']
dominants	{(domin)>ant>}	['domin']
domineered	{(domin)>eer>}	['domin']
domineers	{(domin)>eer>}	['domin']
dominicans	{(dominic)}>n>	['dominic']
dominions	{(domin)>ion>}	['domin']
donnish	{(don)}>ish>	['don']
dosser	{(doss)}>er>	['doss']
dossers	{(doss)}>er>	['doss']
doubters	{(doubt)}>er>	['doubt']
dourer	{(dour)}>er>	['dour']
downwards	{(down)}>ward>	['down']
dowser	{(dowse)}>er>	['dowse']
dowsers	{(dowse)}>er>	['dowse']
drabber	{(drab)}>er>	['drab']
drabbest	{(drab)}>est>	['drab']
drably	{(drab)}>ly>	['drab']
drabness	{(drab)}>ness>	['drab']
dragger	{(drag)}>er>	['drag']
dramatized	{(drama)}>ize>	['drama']
dreamers	{(dream)}>er>	['dream']
dredger	{(dredge)}>er>	['dredge']
dredgers	{(dredge)}>er>	['dredge']
dribbler	{(dribble)}>er>	['dribble']
dribblers	{(dribble)}>er>	['dribble']
drifters	{(drift)}>er>	['drift']
driveller	{(drivel)}>er>	['drivel']
drivellers	{(drivel)}>er>	['drivel']
droller	{(droll)}>er>	['droll']
drolleries	{(droll)}>ory>	['droll']
drollery	{(droll)}>ory>	['droll']
drollest	{(droll)}>est>	['droll']
drollness	{(droll)}>ness>	['droll']
drolly	{(droll)}>ly>	['droll']
droopingly	{(droop)}>ly>	['droop']
droppers	{(drop)}>er>	['drop']
drover	{(drove)}>er>	['drove']
drovers	{(drove)}>er>	['drove']
druggists	{(drug)}>ist>	['drug']
drunkest	{(drunk)}>est>	['drunk']
dryers	{(dry)}>er>	['dry']
ducklings	{(duck)}>ling>	['duck']
duellers	{(duel)}>er>	['duel']
duellists	{(duel)}>ist>	['duel']
dismally	{(dismal)}>ly>	['dismal']
disparagements	{(disparage)}>ment>	['disparage']
disparately	{(disparate)}>ly>	['disparate']
dissidents	{(dissid)>ant>}	['dissid']
distillations	{(distill)}>ion>	['distill']
distilleries	{(distill)}>ory>	['distill']
distinctness	{(distinct)}>ness>	['distinct']
distressful	{(distress)}>ful>	['distress']
distressingly	{(distress)}>ly>	['distress']
ditcher	{(ditch)}>er>	['ditch']
diversely	{(diverse)}>ly>	['diverse']
dividers	{(divide)}>er>	['divide']
diviner	{(divine)}>er>	['divine']
diviners	{(divine)}>er>	['divine']
divorcees	{(divorce)}>ee>	['divorce']
divulgences	{(divulge)}>ance>	['divulge']
docker	{(dock)}>er>	['dock']
dockers	{(dock)}>er>	['dock']
doctorates	{(doctor)}>ate>	['doctor']
dodderer	{(dodder)}>er>	['dodder']
dodderers	{(dodder)}>er>	['dodder']
dodderingly	{(dodder)}>ly>	['dodder']
doddery	{(dodder)}>y>	['dodder']
doggedness	{(dog)}>ness>	['dog']
doggies	{(dog)}>y>	['dog']
dogmatist	{(dogma)}>ist>	['dogma']
dogmatists	{(dogma)}>ist>	['dogma']
dogmatized	{(dogma)}>ize>	['dogma']
dogmatizes	{(dogma)}>ize>	['dogma']
dogmatizing	{(dogma)}>ize>	['dogma']
dicta	{(dict)>a>}	['dict']
dictums	{(dict)>ium>}	['dict']
didactically	{(didactic)}>ly>	['didactic']
didst	{(did)}>est>	['did']
dieters	{(diet)}>er>	['diet']
dietetics	{(diet)>ics>}	['diet']
dieticians	{(diet)}>ian>	['diet']
diffidently	{(diffident)}>ly>	['diffident']
digestions	{(digest)}>ion>	['digest']
diggers	{(dig)}>er>	['dig']
dignifies	{(dign)>ify>}	['dign']
dignifying	{(dign)>ify>}	['dign']
dignities	{(dign)>ity>}	['dign']
dimmer	{(dim)}>er>	['dim']
dimmest	{(dim)}>est>	['dim']
dimness	{(dim)}>ness>	['dim']
diners	{(dine)}>er>	['dine']
diplomatists	{(diploma)>ist>}	['diploma']
dippers	{(dip)}>er>	['dip']
directories	{(direct)}>ory>	['direct']
direr	{(dire)}>er>	['dire']
direst	{(dire)}>est>	['dire']
dirtied	{(dirt)}>y>	['dirt']
dirties	{(dirt)}>y>	['dirt']
dirtying	{(dirt)}>y>	['dirt']
disconsolately	{(disconsolate)}>ly>	['disconsolate']
discoverers	{(discover)}>er>	['discover']
discreetly	{(discreet)}>ly>	['discreet']
discretely	{(discrete)}>ly>	['discrete']
discreteness	{(discrete)}>ness>	['discrete']
disgustedly	{(disgust)}>ly>	['disgust']
disgustingly	{(disgust)}>ly>	['disgust']
dishfuls	{(dish)}>ful>	['dish']
dishy	{(dish)}>y>	['dish']
densely	{(dense)}>ly>	['dense']
denseness	{(dense)}>ness>	['dense']
denser	{(dense)}>er>	['dense']
dentals	{(dent)>al>}	['dent']
deployments	{(deploy)}>ment>	['deploy']
depositories	{(deposit)}>ory>	['deposit']
derangements	{(derange)}>ment>	['derange']
deserters	{(desert)}>er>	['desert']
desertions	{(desert)}>ion>	['desert']
desiccant	{(desicc)>ant>}	['desicc']
desiccants	{(desicc)>ant>}	['desicc']
desiccated	{(desicc)>ate>}	['desicc']
desiccates	{(desicc)>ate>}	['desicc']
desiccating	{(desicc)>ate>}	['desicc']
designedly	{(design)}>ly>	['design']
desolately	{(desolate)}>ly>	['desolate']
despotisms	{(despot)}>ism>	['despot']
detachments	{(detach)}>ment>	['detach']
determiner	{(determine)}>er>	['determine']
determiners	{(determine)}>er>	['determine']
deterrents	{(deter)}>ant>	['deter']
detestations	{(detest)}>ion>	['detest']
detractions	{(detract)}>ion>	['detract']
deviances	{(devi)>ance>}	['devi']
deviates	{(devi)>ate>}	['devi']
devilments	{(devil)}>ment>	['devil']
devilries	{(devil)}>ory>	['devil']
devoutness	{(devout)}>ness>	['devout']
dickey	{(dick)>ey>}	['dick']
dickies	{(dick)>ie>}	['dick']
dicky	{(dick)>y>}	['dick']
decoction	{(decoct)}>ion>	['decoct']
decoctions	{(decoct)}>ion>	['decoct']
decorates	{(decor)}>ate>	['decor']
decorous	{(decor)}>ious>	['decor']
dedicatedly	{(dedicate)}>ly>	['dedicate']
deepens	{(deep)}>en>	['deep']
deepness	{(deep)}>ness>	['deep']
defaulter	{(default)}>er>	['default']
defaulters	{(default)}>er>	['default']
defeatist	{(defeat)}>ist>	['defeat']
defenceless	{(defence)}>less>	['defence']
defilement	{(defile)}>ment>	['defile']
defiler	{(defile)}>er>	['defile']
deficiently	{(deficient)}>ly>	['deficient']
defilers	{(defile)}>er>	['defile']
defrayal	{(defray)}>al>	['defray']
defrayment	{(defray)}>ment>	['defray']
defrayments	{(defray)}>ment>	['defray']
defter	{(deft)}>er>	['deft']
